Nmarché;SIRETMandataire;LibelleEntiteMandataire;SIRETAcheteur;LibelleAcheteur;Nature;Objet;CodeCPV;Type ;Procedure;CodePostalCommuneExecution;NomCommuneExecution;CodeINSEEExecution;GranulariteINSEEExecution;MillesimeMandatement;DateNotification;Montant mandate TTC;Montant mandate HT;Montant attribue TTC;Montant attribue HT;Date de cloture;Duree;SIRETContractant;DenominationSociale;Role;CodePostal;Dpt ID ;Département;Commune;Taille;Taille des entreprises par categorie officielle;Code NAF;Libelle NAF;Libelle SBA;Libelle CCI;geolocalisation
14-030;;Ville de Saint Malo;;;;Mise à jour de l'autocommutateur téléphonique principal;;Fournitures;;;;;;2014;2014-04-02;;18292;;;;;;GROUPE TC SAS;Titulaire;35538;35;Ille-et-Vilaine;;;;;;;;
14-027;;Ville de Saint Malo;;;;Location avec ou sans prestation associée de matériels évènementiels Lot 1 - Location de matériel de sonorisation (multi-attributaire);;Fournitures;;;;;;2014;2014-05-16;;13500;;;;;;WEST EVENEMENT;Titulaire;35760;35;Ille-et-Vilaine;;;;;;;;48.1574437046, -1.69175560497
14-041;;Ville de Saint Malo;;;;Fourniture et pose d'une main courante;;Travaux;;;;;;2014;2014-06-19;;36336;;;;;;ESCEEV;Titulaire;22120;22;Côtes d'Armor;;;;;;;;48.462144605, -2.65332605915
14-086;;Ville de Saint Malo;;;;Palais du Grand Large - Aménagement de la salle Mac Low Lot 6 - Plomberie;;Travaux;;;;;;2014;2014-12-30;;2359;;;;;;MAHEY SAS;Titulaire;35400;35;Ille-et-Vilaine;;;;;;;;48.6399039698, -1.9807980796
14-002;;Ville de Saint Malo;;;;Remplacement et maintenance du progiciel de gestion de l'école de musique;;Services;;;;;;2014;2013-12-31;;27550;;;;;;SAIGA INFORMATIQUE;Titulaire;45000;45;Hors Bretagne;;;;;;;;47.8826248233, 1.91635582903
14-035;;Ville de Saint Malo;;;;Travaux de résidentialisation secteur III - ZUS de la Découverte Lot 4 - Espaces verts mobiliers;;Travaux;;;;;;2014;2014-03-18;;64000;;;;;;POISSON SASU;Titulaire;35400;35;Ille-et-Vilaine;;;;;;;;48.6399039698, -1.9807980796
14-042;;Ville de Saint Malo;;;;Remplacement des menuiseries extérieures - solution PVC - Ecole de la Gentillerie Lot 2 - Peinture;;Travaux;;;;;;2014;2014-06-20;;1974;;;;;;EMERAUDE PEINTURE;Titulaire;35418;35;Ille-et-Vilaine;;;;;;;;
201353894225;;Conseil Départemental des Côtes d'Armor;;;;CONSTRUCTION D'UN COLLEGE HQE A BROONS;45000000-7;;Procédure adaptée (MAPA);;;;;2013;;;;;;;;7.95057959e+13;CHAUVEL ETANCHEITE;Sous-Traitant;22150;22;Côtes d'Armor;L'HERMITAGE LORGE;;;;;;;48.3345820629, -2.7121618919
201354218485;;Conseil Départemental des Côtes d'Armor;;;;CONSTRUCTION D'UN COLLEGE HQE A BROONS;45000000-7;;Procédure adaptée (MAPA);;;;;2013;;49025015;;;;;;3.14036948e+13;RENAULT MENUISERIE SARL;Titulaire;22400;22;Côtes d'Armor;LAMBALLE;;;4332A;Construction;Construction;Construction;48.5016489284, -2.50647227729
201353636216;;Conseil Départemental des Côtes d'Armor;;;;CONSTRUCTION D'UN COLLEGE HQE A BROONS;45000000-7;;Procédure adaptée (MAPA);;;;;2013;;200138;;;;;;3.80154534e+13;MARTIN LOUIS                           ISOLATION COUPE FEU;Sous-Traitant;22170;22;Côtes d'Armor;PLERNEUF;;;4329A;Construction;Construction;Construction;48.5200598595, -2.97473935214
201455235732;;Conseil Départemental des Côtes d'Armor;;;;CL PONTRIEUX - ETUDES TECHNIQUES REFECTION RESEAUX CHAUFFAGE;71241000-9;;Procédure adaptée (MAPA);;;;;2014;;13380;;;;;;;CETIA;Titulaire;22000;22;Côtes d'Armor;ST BRIEUC;;;;;;;48.5146037386, -2.76180979127
201415981928;;Conseil Départemental des Côtes d'Armor;;;;INSPECTIONS DETAILLEES 2014/PASSERELLE DE 5 GRANDS OUVRAGES;71631450-9;;Procédure adaptée (MAPA);;;;;2014;;3360;;;;;;4.89602078e+13;CELTOCEAN;Sous-Traitant;56890;56;Morbihan;PLESCOP;;;;;;;47.7007937591, -2.78248862102
201444779592;;Conseil Départemental des Côtes d'Armor;;;;DECONSTRUCTION D'UNE MAISON D'HABITATION AU HAUT CORLAY;45110000-1;;Procédure adaptée (MAPA);;;;;2014;;10540;;;;;;5.07672459e+13;EIMH SARL;Sous-Traitant;22970;22;Côtes d'Armor;PLOUMAGOAR;;;;;;;48.5268505114, -3.12593475161
201413894461;;Conseil Départemental des Côtes d'Armor;;;;REST. ET CONST. BATIMENTS HQE BASSE CONSO CL TREGUIER;71330000-0;;Concours;;;;;2014;;7339428;;;;;;4.00175527e+13;ESPACE ARCHITECTURE SARL;Titulaire;22300;22;Côtes d'Armor;LANNION;;;;;;;48.7115988979, -3.46942340449
201436691682;;Conseil Départemental des Côtes d'Armor;;;;TRANSPORT ELEVES EN SITUATION HANDICAP OU ENS. SPECIALISE;60100000-9;;Appel d'offre ouvert;;;;;2014;;1437098;;;;;;4.35291067e+13;STE DEUX PJ;Titulaire;77000;77;Hors Bretagne;MELUN;;;;;;;48.5229543545, 2.67825416798
201452078461;;Conseil Départemental des Côtes d'Armor;;;;RDB-ECHANGEUR DU PERRAY-CONSTRUCTION PI SNCF;45221111-3;;Appel d'offre ouvert;;;;;2014;;147727156;;;;;;3.08051168e+13;ROUSSEL BTP;Titulaire;22510;22;Côtes d'Armor;MONCONTOUR DE BRETAGNE;;;;;;;48.3662829996, -2.56162019259
201452025861;;Conseil Départemental des Côtes d'Armor;;;;RDB-ECHANGEUR DU PERRAY-CONSTRUCTION PI SNCF;45221111-3;;Appel d'offre ouvert;;;;;2014;;;;;;;;3.23253591e+13;LB 7 LIGERIENNE BETON;Sous-Traitant;37705;37;Hors Bretagne;ST PIERRE DES CORPS;;;2361Z;Industrie manufacturière;Industries;Industries;
201449921304;;Conseil Départemental des Côtes d'Armor;;;;RECONSTRUCTION PARTIELLE DU COLLEGE DE MUR DE BRETAGNE;45421150-0;;Procédure adaptée (MAPA);;;;;2014;;2615873;;;;;;4.03735574e+13;FALHER JEAN YVES SAS;Titulaire;22110;22;Côtes d'Armor;ROSTRENEN;;;4332A;Construction;Construction;Construction;48.2418797133, -3.31058083
20146470539;;Conseil Départemental des Côtes d'Armor;;;;MAINTENANCE FOURNITURE ET SERVICES IDEN-PARCK ET GIGA-PASS;72268000-1;;Procédure adaptée (MAPA);;;;;2014;;1576008;;;;;;;ILEX SARL;Titulaire;92600;92;Hors Bretagne;ASNIERES SUR SEINE;;;5829A;Information et communication;Information et communication;Tertiaire marchand;48.915464529, 2.28801082145
201449899319;;Conseil Départemental des Côtes d'Armor;;;;RECONSTRUCTION PARTIELLE DU COLLEGE DE MUR DE BRETAGNE;45421141-4;;Procédure adaptée (MAPA);;;;;2014;;;;;;;;;NOURLY PLATRERIE ISOLATION;Sous-Traitant;22360;22;Côtes d'Armor;LANGUEUX;;;;;;;48.5000567544, -2.71042685567
201449164609;;Conseil Départemental des Côtes d'Armor;;;;RECONSTRUCTION PARTIELLE DU COLLEGE DE MUR DE BRETAGNE;32400000-7;;Procédure adaptée (MAPA);;;;;2014;;10777605;;;;;;4.02038384e+13;EIFFAGE TRAVAUX PUBLICS OUEST          BRETAGNE;Titulaire;56303;56;Morbihan;PONTIVY CEDEX;;;4211Z;Construction;Construction;Construction;
201452486304;;Conseil Départemental des Côtes d'Armor;;;;TRANSPORT ELEVES EN SITUATION DE HANDICAP OU ENS. SPECIALISE;60100000-9;;Appel d'offre ouvert;;;;;2014;;643951;;;;;;5.38975426e+13;ABER TAXI                              GRIMAULT GWENAEL;Titulaire;22200;22;Côtes d'Armor;GUINGAMP;;;;;;;48.5849264415, -3.14728309077
20145043101;;Conseil Départemental des Côtes d'Armor;;;;RECONSTRUCTION PARTIELLE DU COLLEGE DE MUR DE BRETAGNE;45330000-9;;Procédure adaptée (MAPA);;;;;2014;;3419047;;;;;;3.08091164e+13;CSA SCOP                               CHAUFFAGE SANITAIRE ARMOR;Titulaire;22000;22;Côtes d'Armor;ST BRIEUC;;;4322B;Construction;Construction;Construction;48.5146037386, -2.76180979127
20144097978;;Conseil Départemental des Côtes d'Armor;;;;REFECTION DU CLOS COUVERT DU GYMNASE DU COLLEGE DE PLOUHA;45261100-5;;Procédure adaptée (MAPA);;;;;2014;;6552445;;;;;;3.92382917e+13;EMG CHARPENTES SA;Titulaire;22170;22;Côtes d'Armor;PLOUAGAT;;;4391A;Construction;Construction;Construction;48.5200598595, -2.97473935214
20141784092;;Conseil Départemental des Côtes d'Armor;;;;RECONTRUCTION PARTIELLE CL PLOUFRAGAN;45262660-5;;Appel d'offre ouvert;;;;;2014;;3722931;;;;;;6.36920696e+13;LIZIARD SA;Titulaire;29800;29;Finistère;PLOUEDERN;;;4211Z;Construction;Construction;Construction;48.4525706472, -4.22281449983
201413042953;;Conseil Départemental des Côtes d'Armor;;;;ENTRETIEN ANNUEL SITES ENS - PLOURAC'H;77314000-4;;Procédure adaptée (MAPA);;;;;2014;;2257735;;;;;;3.50748794e+13;ARVEN;Titulaire;22520;22;Côtes d'Armor;BINIC;;;;;;;48.6253671156, -2.8412181683
201445535137;;Conseil Départemental des Côtes d'Armor;;;;TRANSPORT ELEVES EN SITUATION DE HANDICAP OU ENS. SPECIALISE;60100000-9;;Appel d'offre ouvert;;;;;2014;;269104;;;;;;3.30311218e+13;LE POTIER                              CHRISTIAN;Titulaire;22000;22;Côtes d'Armor;SAINT-BRIEUC;;;;;;;48.5146037386, -2.76180979127
201410394216;;Conseil Départemental des Côtes d'Armor;;;;Habillement et équipements de proctection individuelle;18100000-0;;Appel d'offre ouvert;;;;;2014;;2169396;;;;;;4.34013306e+13;EUROPA KIMACHE;Titulaire;78800;78;Hors Bretagne;HOUILLES;;;1413Z;Industrie manufacturière;Industries;Industries;48.9266017706, 2.1865630557
201440853694;;Conseil Départemental des Côtes d'Armor;;;;ETUDE FONCT HYDROLOGIQUE MARAIS DE TRESTEL COMMUNE DE TREVOU TREGUIGNEC;71241000-9;;Procédure adaptée (MAPA);;;;;2014;;19212;;;;;;9.50608398e+13;LE BIHAN INGENIERIE;Titulaire;56260;56;Morbihan;LARMOR PLAGE;;;7112B;Activités spécialisées  scientifiques et techniques;Etudes  conseil;Tertiaire marchand;47.7160037145, -3.39135560141
201445943423;;Conseil Départemental des Côtes d'Armor;;;;RESTRUCTURATION PARTIELLE DU COLLEGE DE MERDRIGNAC;45223220-4;;Procédure adaptée (MAPA);;;;;2014;;505974;;;;;;3.44986963e+13;PAILLARDON TP SAS;Titulaire;22950;22;Côtes d'Armor;TREGUEUX;;;4312A;Construction;Construction;Construction;48.480585356, -2.74472433795
201412642953;;Conseil Départemental des Côtes d'Armor;;;;ENTRETIEN ANNUEL ENS - PAIMPOL/PLOUEZEC;77314000-4;;Procédure adaptée (MAPA);;;;;2014;;524957;;;;;;3.50748794e+13;ARVEN;Titulaire;22520;22;Côtes d'Armor;BINIC;;;;;;;48.6253671156, -2.8412181683
20144631049;;Conseil Départemental des Côtes d'Armor;;;;RESTRUCTURATION PARTIELLE DU COLLEGE DE MERDRIGNAC;45261420-4;;Procédure adaptée (MAPA);;;;;2014;;10976973;;;;;;4.81717239e+13;ARMOR ETANCHEITE SA;Titulaire;22190;22;Côtes d'Armor;PLERIN;;;4399A;Construction;Construction;Construction;48.5437270249, -2.77055983387
201447920108;;Conseil Départemental des Côtes d'Armor;;;;FOURNITURE DE BITUME;44113610-4;;Procédure négociée après pub.;;;;;2014;;5209092;;;;;;5.42034921169e+13;TOTAL MARKETING SERVICES;Titulaire;92800;92;Hors Bretagne;PUTEAUX;;;1920Z;Industrie manufacturière;Industries;Industries;48.8837267791, 2.23798819786
201442085419;;Conseil Départemental des Côtes d'Armor;;;;TRANSPORT ELEVES EN SITUATION DE HANDICAP OU ENS. SPECIALISE;60100000-9;;Appel d'offre ouvert;;;;;2014;;651313;;;;;;5.33021143e+13;TAXI AMBULANCES LE FAUCHEUR SALOMON;Titulaire;22970;22;Côtes d'Armor;PLOUMAGOAR;;;8690A;Santé humaine et action sociale;Santé humaine et action sociale;Tertiaire non marchand;48.5268505114, -3.12593475161
201418578461;;Conseil Départemental des Côtes d'Armor;;;;RD52-RENFORCEMENT DIGUE GRANDE CHAUSSEE-LOT 1 PROTECTION DE LA DIGUE;45247212-9;;Procédure adaptée (MAPA);;;;;2014;;4529288;;;;;;3.08051168e+13;ROUSSEL BTP;Co-Traitant;22510;22;Côtes d'Armor;MONCONTOUR DE BRETAGNE;;;;;;;48.3662829996, -2.56162019259
201454546711;;Conseil Départemental des Côtes d'Armor;;;;marché de services d assurances;66513100-0;;Procédure adaptée (MAPA);;;;;2014;;474638;;;;;;3.01573143e+13;SARRE ET MOSELLE;Titulaire;57401;57;Hors Bretagne;SARREBOURG;;;6622Z;Activités financières et d'assurance;Activités financières et d'assurance;Tertiaire marchand;
201442645883;;Conseil Départemental des Côtes d'Armor;;;;TRANSPORT ELEVES EN SITUATION DE HANDICAP OU ENS. SPECIALISE;60100000-9;;Appel d'offre ouvert;;;;;2014;;1538752;;;;;;4.78562416e+13;CALLAC AMBULANCES SARL;Titulaire;22160;22;Côtes d'Armor;CALLAC;;;;;;;48.4067691027, -3.43390570871
201454641727;;Conseil Départemental des Côtes d'Armor;;;;REMPLACEMENT MENUISERIES DANS DIVERS COLLEGES CL BELLE ISLE EN TERRE;45421000-4;;Procédure adaptée (MAPA);;;;;2014;;47940;;;;;;4.43367487e+13;RAUB LANNION MIROIT. SAS;Titulaire;22300;22;Côtes d'Armor;LANNION;;;;;;;48.7115988979, -3.46942340449
201436591682;;Conseil Départemental des Côtes d'Armor;;;;TRANSPORT ELEVES EN SITUATION HANDICAP OU ENS. SPECIALISE;60100000-9;;Appel d'offre ouvert;;;;;2014;;853041;;;;;;4.35291067e+13;STE DEUX PJ;Titulaire;77000;77;Hors Bretagne;MELUN;;;;;;;48.5229543545, 2.67825416798
20146930587;;Conseil Départemental des Côtes d'Armor;;;;MOE TRAVAUX DE CONSERVATION ET RENFORCEMENT STUCTURE VILLA ROHANNECH;AA01-1;;Procédure adaptée (MAPA);;;;;2014;;1376416;;;;;;5.23495539e+13;QSB                                    QUEMPER STRUCTURES BOIS SAS;Titulaire;22300;22;Côtes d'Armor;LANNION;;;7112B;Activités spécialisées  scientifiques et techniques;Etudes  conseil;Tertiaire marchand;48.7115988979, -3.46942340449
20141638052;;Conseil Départemental des Côtes d'Armor;;;;CREATION D'UN RESEAU EAU GLACEE Bà‚T GOUESSANT ST-BRIEUC;45000000-7;;Procédure adaptée (MAPA);;;;;2014;;99276;;;;;;3.79337553e+13;ISOL 22;Sous-Traitant;22120;22;Côtes d'Armor;YFFINIAC;;;4331Z;Construction;Construction;Construction;48.462144605, -2.65332605915
201452160132;;Conseil Départemental des Côtes d'Armor;;;;acquisition et livraison de fournitures de bureau;30195300-5;;Appel d'offre ouvert;;;;;2014;;1972176;;;;;;7.75568884006e+13;ESATCO                                 ATELIERS DU MARAIS;Titulaire;22600;22;Côtes d'Armor;LOUDEAC;;;;;;;48.1856100159, -2.76218367249
201444291679;;Conseil Départemental des Côtes d'Armor;;;;TRANSPORT ELEVES EN SITUATION DE HANDICAP OU ENS. SPECIALISE;60100000-9;;Appel d'offre ouvert;;;;;2014;;1190777;;;;;;4.22101535002e+13;VORTEX;Titulaire;86130;86;Hors Bretagne;ST GEORGES BAILLARGEAUX;;;4939B;Transports et entreposage;Transports et entreposage;Tertiaire marchand;46.6873283536, 0.421965737169
20143176675;;Conseil Départemental des Côtes d'Armor;;;;RECONTRUCTION PARTIELLE CL PLOUFRAGAN;45331210-1;;Appel d'offre ouvert;;;;;2014;;15900;;;;;;4.78890916e+13;JPA AUTOMATISMES SARL;Sous-Traitant;29280;29;Finistère;LOCMARIA PLOUZANE;;;;;;;48.3750034189, -4.61990199453
201452691682;;Conseil Départemental des Côtes d'Armor;;;;TRANSPORT ELEVES EN SITUATION DE HANDICAP OU ENS. SPECIALISE;60100000-9;;Appel d'offre ouvert;;;;;2014;;81564;;;;;;4.35291067e+13;STE DEUX PJ;Titulaire;77000;77;Hors Bretagne;MELUN;;;;;;;48.5229543545, 2.67825416798
201418539776;;Conseil Départemental des Côtes d'Armor;;;;RD52-RENFORCEMENT DIGUE GRANDE CHAUSSEE-LOT 1 PROTECTION DE LA DIGUE;45247212-9;;Procédure adaptée (MAPA);;;;;2014;;225666;;;;;;3.29778112e+13;LE DU INDUSTRIE SA                     TRAVAUX PUBLICS;Co-Traitant;22170;22;Côtes d'Armor;CHATELAUDREN;;;4222Z;Construction;Construction;Construction;48.5200598595, -2.97473935214
201418624318;;Conseil Départemental des Côtes d'Armor;;;;RD52-RENFORCEMENT DIGUE DE LA GRANDE CHAUSSEE-LOT2 OUVRAGES D'ART ET AUTRES OUVRAGES GENIE CIVIL;45220000-5;;Procédure adaptée (MAPA);;;;;2014;;;;;;;;7.22028586005e+13;EUROVIA BRETAGNE;Sous-Traitant;22440;22;Côtes d'Armor;PLOUFRAGAN;;;;;;;48.4956130543, -2.82108365648
20141778052;;Conseil Départemental des Côtes d'Armor;;;;TRAVAUX DE RENOVATION DE 2 LOGEMENTS AU COLLEGE DE PLANCOET;45410000-4;;Procédure adaptée (MAPA);;;;;2014;;1609748;;;;;;3.79337553e+13;ISOL 22;Titulaire;22120;22;Côtes d'Armor;YFFINIAC;;;4331Z;Construction;Construction;Construction;48.462144605, -2.65332605915
201450834546;;Conseil Départemental des Côtes d'Armor;;;;RECONSTRUCTION PARTIELLE DU COLLEGE DE MUR DE BRETAGNE;42113130-4;;Procédure adaptée (MAPA);;;;;2014;;;;;;;;3.25842268e+13;CENTRAL FROID SARL;Titulaire;22960;22;Côtes d'Armor;PLEDRAN;;;;;;;48.4433395848, -2.74484098565
201450989754;;Conseil Départemental des Côtes d'Armor;;;;RD700/RD10-REAMENAGEMENT ECHANGEUR CROIX DENIS TERRASSEMENTS-ASSAINISSEMENT-CHAUSSEES;45233120-6;;Appel d'offre ouvert;;;;;2014;;39299963;;;;;;3.29338883006e+13;COLAS CENTRE OUEST;Titulaire;22440;22;Côtes d'Armor;PLOUFRAGAN;;;4211Z;Construction;Construction;Construction;48.4956130543, -2.82108365648
201411182439;;Conseil Départemental des Côtes d'Armor;;;;SUIVI PEUPLEMENT REPRODUCTEUR AMPHIBIENS CAP ERQUY;71241000-9;;Procédure adaptée (MAPA);;;;;2014;;11512;;;;;;4.43630496e+13;CIPRES SAS;Titulaire;25005;25;Hors Bretagne;BESANCON CEDEX;;;;;;;
201449832742;;Conseil Départemental des Côtes d'Armor;;;;RECONSTRUCTION PARTIELLE DU COLLEGE DE MUR DE BRETAGNE;45421141-4;;Procédure adaptée (MAPA);;;;;2014;;9649185;;;;;;3.5286699e+13;SPO SARL                               STE PLAQUISTES DE L'OUEST;Titulaire;22120;22;Côtes d'Armor;HILLION;;;4331Z;Construction;Construction;Construction;48.462144605, -2.65332605915
201455030515;;Conseil Départemental des Côtes d'Armor;;;;REPARATION ET REFECTION TOITURES TERRASSES COLLEGES ET BATS MARCHE A BONS DE COMMANDES;45261920-9;;Appel d'offre ouvert;;;;;2014;;2740241;;;;;;4.34626263e+13;TECHNIC ETANCHEITE SARL;Titulaire;22400;22;Côtes d'Armor;MORIEUX;;;4399A;Construction;Construction;Construction;48.5016489284, -2.50647227729
201438533538;;Conseil Départemental des Côtes d'Armor;;;;TRANSPORT ELEVES EN SITUATION DE HANDICAP OU ENS. SPECIALISE;60100000-9;;Appel d'offre ouvert;;;;;2014;;1017821;;;;;;3.43075339e+13;AMB.COULME ROUILLE SARL;Titulaire;22600;22;Côtes d'Armor;LOUDEAC;;;;;;;48.1856100159, -2.76218367249
20142298511;;Conseil Départemental des Côtes d'Armor;;;;RECONTRUCTION PARTIELLE CL PLOUFRAGAN;45421140-7;;Procédure adaptée (MAPA);;;;;2014;;1280691;;;;;;;SODESI;Sous-Traitant;56400;56;Morbihan;AURAY;;;;;;;47.6912101066, -2.97204014767
2014269078;;Conseil Départemental des Côtes d'Armor;;;;RECONTRUCTION PARTIELLE CL PLOUFRAGAN;45431100-8;;Procédure adaptée (MAPA);;;;;2014;;26933495;;;;;;3.82787026e+13;SARPIC SA;Titulaire;22210;22;Côtes d'Armor;YFFINIAC;;;;;;;48.1328117448, -2.60089281473
201442191682;;Conseil Départemental des Côtes d'Armor;;;;TRANSPORT ELEVES EN SITUATION DE HANDICAP OU ENS. SPECIALISE;60100000-9;;Appel d'offre ouvert;;;;;2014;;1450533;;;;;;4.35291067e+13;STE DEUX PJ;Titulaire;77000;77;Hors Bretagne;MELUN;;;;;;;48.5229543545, 2.67825416798
2014236549;;Conseil Départemental des Côtes d'Armor;;;;RECONTRUCTION PARTIELLE CL PLOUFRAGAN;45421150-0;;Appel d'offre ouvert;;;;;2014;;15495;;;;;;3.90853604001e+13;ISOTISS;Sous-Traitant;56470;56;Morbihan;ST PHILIBERT;;;3109B;Industrie manufacturière;Industries;Industries;47.589127688, -3.01738513558
201415988475;;Conseil Départemental des Côtes d'Armor;;;;INSPECTIONS DETAILLEES 2014/PASSERELLE DE 5 GRANDS OUVRAGES;71631450-9;;Procédure adaptée (MAPA);;;;;2014;;3360;;;;;;5.21856526e+13;ALTITUDE 44 NORD OUEST;Sous-Traitant;50530;50;Hors Bretagne;SARTILLY;;;;;;;48.7283863786, -1.45989829146
201414725196;;Conseil Départemental des Côtes d'Armor;;;;RECONSTRUCTION PARTIELLE - BATIMENT HQE CL PONTRIEUX;45262660-5;;Procédure adaptée (MAPA);;;;;2014;;10895429;;;;;;;STE NICOL ENVIRONNEMENT;Titulaire;22190;22;Côtes d'Armor;PLERIN;;;;;;;48.5437270249, -2.77055983387
201418627045;;Conseil Départemental des Côtes d'Armor;;;;RD52-RENFORCEMENT DIGUE DE LA GRANDE CHAUSSEE-LOT2 OUVRAGES D'ART ET AUTRES OUVRAGES GENIE CIVIL;45220000-5;;Procédure adaptée (MAPA);;;;;2014;;8928;;;;;;5.82621561002e+13;FONDASOL TECHNIQUE;Sous-Traitant;29200;29;Finistère;BREST;;;7112B;Activités spécialisées  scientifiques et techniques;Etudes  conseil;Tertiaire marchand;48.3998970513, -4.5026725313
201446172422;;Conseil Départemental des Côtes d'Armor;;;;RESTRUCTURATION PARTIELLE DU COLLEGE DE MERDRIGNAC;45420000-7;;Procédure adaptée (MAPA);;;;;2014;;35784;;;;;;5.11075905e+13;ART CAMP SARL;Sous-Traitant;22950;22;Côtes d'Armor;TREGUEUX;;;;;;;48.480585356, -2.74472433795
20142130515;;Conseil Départemental des Côtes d'Armor;;;;RECONTRUCTION PARTIELLE CL PLOUFRAGAN;45261420-4;;Appel d'offre ouvert;;;;;2014;;1683336;;;;;;4.34626263e+13;TECHNIC ETANCHEITE SARL;Titulaire;22400;22;Côtes d'Armor;MORIEUX;;;4399A;Construction;Construction;Construction;48.5016489284, -2.50647227729
201451481074;;Conseil Départemental des Côtes d'Armor;;;;TRANSPORT ELEVES EN SITUATION DE HANDICAP OU ENS. SPECIALISE;60100000-9;;Appel d'offre ouvert;;;;;2014;;1036838;;;;;;4.39289877e+13;BREIZH EXPRESS                         NEGARET YVON;Titulaire;22800;22;Côtes d'Armor;ST BRANDAN;;;;;;;48.4126334748, -2.92534245766
201455689376;;Conseil Départemental des Côtes d'Armor;;;;Fourniture mise en oeuvre et suivi d'un portail documentaire;48000000-8;;Procédure adaptée (MAPA);;;;;2014;;270564;;;;;;3.93088117001e+13;ARCHIMED SA;Titulaire;59042;59;Hors Bretagne;LILLE CEDEX;;;6202A;Information et communication;Information et communication;Tertiaire marchand;
201413159356;;Conseil Départemental des Côtes d'Armor;;;;MARCHE DE SERVICES ET INSERTION PROFESSIONNELLE LANRIVAIN;75231240-8;;Procédure adaptée (MAPA);;;;;2014;;551158;;;;;;3.34912474001e+13;ETUDES ET CHANTIERS                    BRETAGNE-PAYS DE LOIRE;Titulaire;35000;35;Ille-et-Vilaine;RENNES;;;8899B;Santé humaine et action sociale;Santé humaine et action sociale;Tertiaire non marchand;48.1116364246, -1.6816378334
201439923912;;Conseil Départemental des Côtes d'Armor;;;;TRANSPORT ELEVES EN SITUATION DE HANDICAP OU ENS. SPECIALISE;60100000-9;;Appel d'offre ouvert;;;;;2014;;720452;;;;;;3.94834378e+13;TAXI DU COLOMBIER                      MEHEUST PIERRE-YVES;Titulaire;22120;22;Côtes d'Armor;HILLION;;;;;;;48.462144605, -2.65332605915
201454835993;;Conseil Départemental des Côtes d'Armor;;;;REMPLACEMENT DE MENUISERIES DANS DIVERS COLLEGES CL LOUDEAC- MONCONTOUR - COLLINEE;45421000-4;;Procédure adaptée (MAPA);;;;;2014;;2838784;;;;;;4.29180482e+13;ALU VERRE CONCEPT SARL;Titulaire;22210;22;Côtes d'Armor;PLEMET;;;;;;;48.1328117448, -2.60089281473
2015131607;;Conseil Départemental des Côtes d'Armor;;;;RESTRUCTURATION PARTIELLE CL PONTRIEUX;45112500-0;;Procédure adaptée (MAPA);;;;;2015;;9931;;;;;;3.9174645e+13;PEPINIERES DU GUILLORD                 LE GOFF F.;Sous-Traitant;22260;22;Côtes d'Armor;QUEMPER GUEZENNEC;;;8130Z;Activités de services administratifs et de soutien;Services;Tertiaire marchand;48.6934931842, -3.15876407926
201549295191;;Conseil Départemental des Côtes d'Armor;;;;TRANSPORT ELEVES EN SITUATION HANDICAP OU ENS. SPECIALISE;60100000-9;;Appel d'offre ouvert;;;;;2015;;741734;;;;;;7.52091108e+13;TRANSLOIRE SARL;Titulaire;49130;49;Hors Bretagne;STE GEMME SUR LOIRE;;;;;;;47.4268002737, -0.542779965339
201571586646;;Conseil Départemental des Côtes d'Armor;;;;Entretien et réparation des vehicules inferieurs ou égaux à  3.5 tonnes;50100000-6;;Appel d'offre ouvert;;;;;2015;;;162623;;;;;5.20240813e+13;PLANCOET AUTOMOBILES;Titulaire;22130;22;Côtes d'Armor;PLANCOET;;;;;;;48.5018114443, -2.22650086557
201549988752;;Conseil Départemental des Côtes d'Armor;;;;TRANSPORT ELEVE SITUATION HANDICAP;60100000-9;;Appel d'offre ouvert;;;;;2015;;644952;;;;;;7.51881087e+13;AG TAXI DES LAVOIRS;Titulaire;22260;22;Côtes d'Armor;PONTRIEUX;;;;;;;48.6934931842, -3.15876407926
2015626975;;Conseil Départemental des Côtes d'Armor;;;;COLLECTE ET TRAITEMENT DES DECHETS;90500000-2;;Procédure adaptée (MAPA);;;;;2015;;;174232;;;;;7.09200174002e+13;NETRA;Titulaire;35039;35;Ille-et-Vilaine;RENNES CEDEX;;;;;;;
20156520005;;Conseil Départemental des Côtes d'Armor;;;;FOURN. & TRANS. DE PIECES DETACHEES TRACT ET PL AU CTD;34300000-0;;Appel d'offre ouvert;;;;;2015;;;1016701;;;;;3.43815353001e+13;TY-VI 22 SAS                           GGPL;Titulaire;22002;22;Côtes d'Armor;SAINT BRIEUC CEDEX 1;;;;;;;
20151613006;;Conseil Départemental des Côtes d'Armor;;;;MARCHES SERVICES TRANSPORTS;60112000-6;;Appel d'offre ouvert;;;;;2015;;;7980256;;;;;5.75450283001e+13;CIE ARMORIC.TRANSPORTS                 VEOLIA;Titulaire;22002;22;Côtes d'Armor;ST BRIEUC;;;4939A;Transports et entreposage;Transports et entreposage;Tertiaire marchand;
